Адр,Знчн,IP,CR,AR,DR,SP,BR,AC,PS,NZVC,Адр,Знчн
087,EC02,088,1207,087,EC02,000,00A5,0000,004,0100,087,EC02
088,AC03,089,1207,088,AC03,000,00A5,0000,004,0100,088,AC03
089,2F01,08A,1207,089,2F01,000,00A5,0000,004,0100,089,2F01
08A,0C00,08B,1207,08A,0C00,000,00A5,0000,004,0100,08A,0C00
08B,CE03,08C,1207,08B,CE03,000,00A5,0000,004,0100,08B,CE03
08C,AC04,08D,1207,08C,AC04,000,00A5,0000,004,0100,08C,AC04
08D,2F01,08E,1207,08D,2F01,000,00A5,0000,004,0100,08D,2F01
08E,EC00,08F,1207,08E,EC00,000,00A5,0000,004,0100,08E,EC00
08F,DE16,090,1207,08F,DE16,000,00A5,0000,004,0100,08F,DE16
090,F009,091,1207,090,F009,000,00A5,0000,004,0100,090,F009
091,DE1D,092,1207,091,DE1D,000,00A5,0000,004,0100,091,DE1D
092,F003,093,1207,092,F003,000,00A5,0000,004,0100,092,F003
093,AC04,094,1207,093,AC04,000,00A5,0000,004,0100,093,AC04
094,4C03,095,1207,094,4C03,000,00A5,0000,004,0100,094,4C03
095,CE05,096,1207,095,CE05,000,00A5,0000,004,0100,095,CE05
096,AC03,097,1207,096,AC03,000,00A5,0000,004,0100,096,AC03
097,0780,098,1207,097,0780,000,00A5,0000,004,0100,097,0780
098,4C04,099,1207,098,4C04,000,00A5,0000,004,0100,098,4C04
099,CE01,09A,1207,099,CE01,000,00A5,0000,004,0100,099,CE01
09A,AC04,09B,1207,09A,AC04,000,00A5,0000,004,0100,09A,AC04
09B,0580,09C,1207,09B,0580,000,00A5,0000,004,0100,09B,0580
09C,EC04,09D,1207,09C,EC04,000,00A5,0000,004,0100,09C,EC04
09D,AC00,09E,1207,09D,AC00,000,00A5,0000,004,0100,09D,AC00
09E,EC01,09F,1207,09E,EC01,000,00A5,0000,004,0100,09E,EC01
09F,8EE0,0A0,1207,09F,8EE0,000,00A5,0000,004,0100,09F,8EE0
0A0,CEEB,0A1,1207,0A0,CEEB,000,00A5,0000,004,0100,0A0,CEEB
0A1,AC04,0A2,1207,0A1,AC04,000,00A5,0000,004,0100,0A1,AC04
0A2,0800,0A3,1207,0A2,0800,000,00A5,0000,004,0100,0A2,0800
0A3,0000,0A4,1207,0A3,0000,000,00A5,0000,004,0100,0A3,0000
0A4,0200,0A5,1207,0A4,0200,000,00A5,0000,004,0100,0A4,0200
0A5,1207,0A6,1207,0A5,1207,000,00A5,0000,004,0100,0A5,1207
0A6,2F40,0A7,1207,0A6,2F40,000,00A5,0000,004,0100,0A6,2F40
0A7,F0FD,0A8,1207,0A7,F0FD,000,00A5,0000,004,0100,0A7,F0FD
0A8,1206,0A9,1207,0A8,1206,000,00A5,0000,004,0100,0A8,1206
0A9,0C00,0AA,1207,0A9,0C00,000,00A5,0000,004,0100,0A9,0C00
0AA,0200,0AB,1207,0AA,0200,000,00A5,0000,004,0100,0AA,0200
0AB,1207,0AC,1207,0AB,1207,000,00A5,0000,004,0100,0AB,1207
0AC,2F40,0AD,1207,0AC,2F40,000,00A5,0000,004,0100,0AC,2F40
0AD,F0FD,0AE,1207,0AD,F0FD,000,00A5,0000,004,0100,0AD,F0FD
0AE,1206,0AF,1207,0AE,1206,000,00A5,0000,004,0100,0AE,1206
0AF,0680,0B0,1207,0AF,0680,000,00A5,0000,004,0100,0AF,0680
0B0,0C00,0B1,1207,0B0,0C00,000,00A5,0000,004,0100,0B0,0C00
0B1,0200,0B2,1207,0B1,0200,000,00A5,0000,004,0100,0B1,0200
0B2,D022,0B3,1207,0B2,D022,000,00A5,0000,004,0100,0B2,D022
0B3,EEEF,0B4,1207,0B3,EEEF,000,00A5,0000,004,0100,0B3,EEEF
0B4,0100,0B5,1207,0B4,0100,000,00A5,0000,004,0100,0B4,0100
0B5,0000,0A4,1207,0B4,0100,000,00A5,0000,004,0100
0A4,0200,0A5,F0FD,0A7,F0FD,7F5,FFFD,0000,005,0101,7FF,0003
,                                 ,7FE,0B00
,                                 ,7FD,00B3
,                                 ,7FC,0580
,                                 ,7FB,0029
,                                 ,040,0002
,                                 ,041,0580
,                                 ,042,0580
,                                 ,7FA,0580
,                                 ,7F9,8005
,                                 ,7F8,0052
,                                 ,080,0008
,                                 ,7F7,0000
,                                 ,7F6,0000
,                                 ,7F5,0090
0A5,1207,020,F0FD,0A7,F0FD,7F5,FFFD,0000,005,0101
020,0001,021,F0FD,020,0001,7F5,FFFD,0000,005,0101,020,0001
021,0000,022,F0FD,021,0000,7F5,FFFD,0000,005,0101,021,0000
022,AC01,023,F0FD,022,AC01,7F5,FFFD,0000,005,0101,022,AC01
023,CE01,024,F0FD,023,CE01,7F5,FFFD,0000,005,0101,023,CE01
024,AEFC,025,F0FD,024,AEFC,7F5,FFFD,0000,005,0101,024,AEFC
025,4EFA,026,F0FD,025,4EFA,7F5,FFFD,0000,005,0101,025,4EFA
026,0580,027,F0FD,026,0580,7F5,FFFD,0000,005,0101,026,0580
027,0C00,028,F0FD,027,0C00,7F5,FFFD,0000,005,0101,027,0C00
028,DE1D,029,F0FD,028,DE1D,7F5,FFFD,0000,005,0101,028,DE1D
029,F004,02A,F0FD,029,F004,7F5,FFFD,0000,005,0101,029,F004
02A,F305,02B,F0FD,02A,F305,7F5,FFFD,0000,005,0101,02A,F305
02B,F207,02C,F0FD,02B,F207,7F5,FFFD,0000,005,0101,02B,F207
02C,AF00,02D,F0FD,02C,AF00,7F5,FFFD,0000,005,0101,02C,AF00
02D,0A00,02E,F0FD,02D,0A00,7F5,FFFD,0000,005,0101,02D,0A00
02E,0800,02F,F0FD,02E,0800,7F5,FFFD,0000,005,0101,02E,0800
02F,0A00,030,F0FD,02F,0A00,7F5,FFFD,0000,005,0101,02F,0A00
030,0800,031,F0FD,030,0800,7F5,FFFD,0000,005,0101,030,0800
031,EEEF,032,F0FD,031,EEEF,7F5,FFFD,0000,005,0101,031,EEEF
032,CEF1,033,F0FD,032,CEF1,7F5,FFFD,0000,005,0101,032,CEF1
033,0800,034,F0FD,033,0800,7F5,FFFD,0000,005,0101,033,0800
034,EEEB,035,F0FD,034,EEEB,7F5,FFFD,0000,005,0101,034,EEEB
035,CEEE,036,F0FD,035,CEEE,7F5,FFFD,0000,005,0101,035,CEEE
036,0000,037,F0FD,036,0000,7F5,FFFD,0000,005,0101,036,0000
037,0000,038,F0FD,037,0000,7F5,FFFD,0000,005,0101,037,0000
038,0000,039,F0FD,038,0000,7F5,FFFD,0000,005,0101,038,0000
039,0000,03A,F0FD,039,0000,7F5,FFFD,0000,005,0101,039,0000
03A,0000,03B,F0FD,03A,0000,7F5,FFFD,0000,005,0101,03A,0000
03B,0000,03C,F0FD,03B,0000,7F5,FFFD,0000,005,0101,03B,0000
03C,0000,03D,F0FD,03C,0000,7F5,FFFD,0000,005,0101,03C,0000
03D,0000,03E,F0FD,03D,0000,7F5,FFFD,0000,005,0101,03D,0000
03E,0000,03F,F0FD,03E,0000,7F5,FFFD,0000,005,0101,03E,0000
03F,0000,040,F0FD,03F,0000,7F5,FFFD,0000,005,0101,03F,0000
040,0000,041,F0FD,040,0000,7F5,FFFD,0000,005,0101,040,0000
041,0000,042,F0FD,041,0000,7F5,FFFD,0000,005,0101,041,0000
042,0000,043,F0FD,042,0000,7F5,FFFD,0000,005,0101,042,0000
043,000F,044,F0FD,043,000F,7F5,FFFD,0000,005,0101,043,000F
044,F000,045,F0FD,044,F000,7F5,FFFD,0000,005,0101,044,F000
045,0000,046,F0FD,045,0000,7F5,FFFD,0000,005,0101,045,0000
046,AC04,047,F0FD,046,AC04,7F5,FFFD,0000,005,0101,046,AC04
047,0740,048,F0FD,047,0740,7F5,FFFD,0000,005,0101,047,0740
048,EEF7,049,F0FD,048,EEF7,7F5,FFFD,0000,005,0101,048,EEF7
049,AC01,04A,F0FD,049,AC01,7F5,FFFD,0000,005,0101,049,AC01
04A,EEF6,04B,F0FD,04A,EEF6,7F5,FFFD,0000,005,0101,04A,EEF6
04B,EEF6,04C,F0FD,04B,EEF6,7F5,FFFD,0000,005,0101,04B,EEF6
04C,CE01,04D,F0FD,04C,CE01,7F5,FFFD,0000,005,0101,04C,CE01
04D,AEF4,04E,F0FD,04D,AEF4,7F5,FFFD,0000,005,0101,04D,AEF4
04E,0C00,04F,F0FD,04E,0C00,7F5,FFFD,0000,005,0101,04E,0C00
04F,AEF1,050,F0FD,04F,AEF1,7F5,FFFD,0000,005,0101,04F,AEF1
050,0C00,051,F0FD,050,0C00,7F5,FFFD,0000,005,0101,050,0C00
051,DE2F,052,F0FD,051,DE2F,7F5,FFFD,0000,005,0101,051,DE2F
052,0800,053,F0FD,052,0800,7F5,FFFD,0000,005,0101,052,0800
053,0800,054,F0FD,053,0800,7F5,FFFD,0000,005,0101,053,0800
054,EEEC,055,F0FD,054,EEEC,7F5,FFFD,0000,005,0101,054,EEEC
055,7C03,056,F0FD,055,7C03,7F5,FFFD,0000,005,0101,055,7C03
056,F301,057,F0FD,056,F301,7F5,FFFD,0000,005,0101,056,F301
057,CE06,058,F0FD,057,CE06,7F5,FFFD,0000,005,0101,057,CE06
058,F002,059,F0FD,058,F002,7F5,FFFD,0000,005,0101,058,F002
059,AEE9,05A,F0FD,059,AEE9,7F5,FFFD,0000,005,0101,059,AEE9
05A,0A00,05B,F0FD,05A,0A00,7F5,FFFD,0000,005,0101,05A,0A00
05B,AEE4,05C,F0FD,05B,AEE4,7F5,FFFD,0000,005,0101,05B,AEE4
05C,F009,05D,F0FD,05C,F009,7F5,FFFD,0000,005,0101,05C,F009
05D,CE00,05E,F0FD,05D,CE00,7F5,FFFD,0000,005,0101,05D,CE00
05E,8EE1,05F,F0FD,05E,8EE1,7F5,FFFD,0000,005,0101,05E,8EE1
05F,CEED,060,F0FD,05F,CEED,7F5,FFFD,0000,005,0101,05F,CEED
060,AEE0,061,F0FD,060,AEE0,7F5,FFFD,0000,005,0101,060,AEE0
061,7C03,062,F0FD,061,7C03,7F5,FFFD,0000,005,0101,061,7C03
062,F003,063,F0FD,062,F003,7F5,FFFD,0000,005,0101,062,F003
063,F204,064,F0FD,063,F204,7F5,FFFD,0000,005,0101,063,F204
064,AF00,065,F0FD,064,AF00,7F5,FFFD,0000,005,0101,064,AF00
065,0A00,066,F0FD,065,0A00,7F5,FFFD,0000,005,0101,065,0A00
066,AEDE,067,F0FD,066,AEDE,7F5,FFFD,0000,005,0101,066,AEDE
067,0A00,068,F0FD,067,0A00,7F5,FFFD,0000,005,0101,067,0A00
068,AEDB,069,F0FD,068,AEDB,7F5,FFFD,0000,005,0101,068,AEDB
069,0A00,06A,F0FD,069,0A00,7F5,FFFD,0000,005,0101,069,0A00
06A,0000,06B,F0FD,06A,0000,7F5,FFFD,0000,005,0101,06A,0000
06B,0000,06C,F0FD,06B,0000,7F5,FFFD,0000,005,0101,06B,0000
06C,0000,06D,F0FD,06C,0000,7F5,FFFD,0000,005,0101,06C,0000
06D,0000,06E,F0FD,06D,0000,7F5,FFFD,0000,005,0101,06D,0000
06E,0000,06F,F0FD,06E,0000,7F5,FFFD,0000,005,0101,06E,0000
06F,0000,070,F0FD,06F,0000,7F5,FFFD,0000,005,0101,06F,0000
070,0000,071,F0FD,070,0000,7F5,FFFD,0000,005,0101,070,0000
071,0000,072,F0FD,071,0000,7F5,FFFD,0000,005,0101,071,0000
072,0000,073,F0FD,072,0000,7F5,FFFD,0000,005,0101,072,0000
073,0000,074,F0FD,073,0000,7F5,FFFD,0000,005,0101,073,0000
074,0000,075,F0FD,074,0000,7F5,FFFD,0000,005,0101,074,0000
075,0000,076,F0FD,075,0000,7F5,FFFD,0000,005,0101,075,0000
076,0000,077,F0FD,076,0000,7F5,FFFD,0000,005,0101,076,0000
077,0000,078,F0FD,077,0000,7F5,FFFD,0000,005,0101,077,0000
078,0000,079,F0FD,078,0000,7F5,FFFD,0000,005,0101,078,0000
079,0000,07A,F0FD,079,0000,7F5,FFFD,0000,005,0101,079,0000
07A,0000,07B,F0FD,07A,0000,7F5,FFFD,0000,005,0101,07A,0000
07B,0000,07C,F0FD,07B,0000,7F5,FFFD,0000,005,0101,07B,0000
07C,0000,07D,F0FD,07C,0000,7F5,FFFD,0000,005,0101,07C,0000
07D,0000,07E,F0FD,07D,0000,7F5,FFFD,0000,005,0101,07D,0000
07E,0000,07F,F0FD,07E,0000,7F5,FFFD,0000,005,0101,07E,0000
07F,0000,080,F0FD,07F,0000,7F5,FFFD,0000,005,0101,07F,0000
080,0000,081,F0FD,080,0000,7F5,FFFD,0000,005,0101,080,0000
081,AF08,082,F0FD,081,AF08,7F5,FFFD,0000,005,0101,081,AF08
082,EEFD,083,F0FD,082,EEFD,7F5,FFFD,0000,005,0101,082,EEFD
083,AF00,084,F0FD,083,AF00,7F5,FFFD,0000,005,0101,083,AF00
084,0C00,085,F0FD,084,0C00,7F5,FFFD,0000,005,0101,084,0C00
085,AC02,086,F0FD,085,AC02,7F5,FFFD,0000,005,0101,085,AC02
086,0680,087,F0FD,086,0680,7F5,FFFD,0000,005,0101,086,0680
087,EC02,088,F0FD,087,EC02,7F5,FFFD,0000,005,0101,087,EC02
088,AC03,089,F0FD,088,AC03,7F5,FFFD,0000,005,0101,088,AC03
089,2F01,08A,F0FD,089,2F01,7F5,FFFD,0000,005,0101,089,2F01
08A,0C00,08B,F0FD,08A,0C00,7F5,FFFD,0000,005,0101,08A,0C00
08B,CE03,08C,F0FD,08B,CE03,7F5,FFFD,0000,005,0101,08B,CE03
08C,AC04,08D,F0FD,08C,AC04,7F5,FFFD,0000,005,0101,08C,AC04
08D,2F01,08E,F0FD,08D,2F01,7F5,FFFD,0000,005,0101,08D,2F01
08E,EC00,08F,F0FD,08E,EC00,7F5,FFFD,0000,005,0101,08E,EC00
08F,DE16,090,F0FD,08F,DE16,7F5,FFFD,0000,005,0101,08F,DE16
090,F009,091,F0FD,090,F009,7F5,FFFD,0000,005,0101,090,F009
091,DE1D,092,F0FD,091,DE1D,7F5,FFFD,0000,005,0101,091,DE1D
092,F003,093,F0FD,092,F003,7F5,FFFD,0000,005,0101,092,F003
093,AC04,094,F0FD,093,AC04,7F5,FFFD,0000,005,0101,093,AC04
094,4C03,095,F0FD,094,4C03,7F5,FFFD,0000,005,0101,094,4C03
095,CE05,096,F0FD,095,CE05,7F5,FFFD,0000,005,0101,095,CE05
096,AC03,097,F0FD,096,AC03,7F5,FFFD,0000,005,0101,096,AC03
097,0780,098,F0FD,097,0780,7F5,FFFD,0000,005,0101,097,0780
098,4C04,099,F0FD,098,4C04,7F5,FFFD,0000,005,0101,098,4C04
099,CE01,09A,F0FD,099,CE01,7F5,FFFD,0000,005,0101,099,CE01
09A,AC04,09B,F0FD,09A,AC04,7F5,FFFD,0000,005,0101,09A,AC04
09B,0580,09C,F0FD,09B,0580,7F5,FFFD,0000,005,0101,09B,0580
09C,EC04,09D,F0FD,09C,EC04,7F5,FFFD,0000,005,0101,09C,EC04
09D,AC00,09E,F0FD,09D,AC00,7F5,FFFD,0000,005,0101,09D,AC00
09E,EC01,09F,F0FD,09E,EC01,7F5,FFFD,0000,005,0101,09E,EC01
09F,8EE0,0A0,F0FD,09F,8EE0,7F5,FFFD,0000,005,0101,09F,8EE0
0A0,CEEB,0A1,F0FD,0A0,CEEB,7F5,FFFD,0000,005,0101,0A0,CEEB
0A1,AC04,0A2,F0FD,0A1,AC04,7F5,FFFD,0000,005,0101,0A1,AC04
0A2,0800,0A3,F0FD,0A2,0800,7F5,FFFD,0000,005,0101,0A2,0800
0A3,0000,0A4,F0FD,0A3,0000,7F5,FFFD,0000,005,0101,0A3,0000
0A4,0200,0A5,F0FD,0A4,0200,7F5,FFFD,0000,005,0101,0A4,0200
0A5,1207,0A6,F0FD,0A5,1207,7F5,FFFD,0000,005,0101,0A5,1207
0A6,2F40,0A7,F0FD,0A6,2F40,7F5,FFFD,0000,005,0101,0A6,2F40
0A7,F0FD,0A8,F0FD,0A7,F0FD,7F5,FFFD,0000,005,0101,0A7,F0FD
0A8,1206,0A9,F0FD,0A8,1206,7F5,FFFD,0000,005,0101,0A8,1206
0A9,0C00,0AA,F0FD,0A9,0C00,7F5,FFFD,0000,005,0101,0A9,0C00
0AA,0200,0AB,F0FD,0AA,0200,7F5,FFFD,0000,005,0101,0AA,0200
0AB,1207,0AC,F0FD,0AB,1207,7F5,FFFD,0000,005,0101,0AB,1207
0AC,2F40,0AD,F0FD,0AC,2F40,7F5,FFFD,0000,005,0101,0AC,2F40
0AD,F0FD,0AE,F0FD,0AD,F0FD,7F5,FFFD,0000,005,0101,0AD,F0FD
0AE,1206,0AF,F0FD,0AE,1206,7F5,FFFD,0000,005,0101,0AE,1206
0AF,0680,0B0,F0FD,0AF,0680,7F5,FFFD,0000,005,0101,0AF,0680
0B0,0C00,0B1,F0FD,0B0,0C00,7F5,FFFD,0000,005,0101,0B0,0C00
0B1,0200,0B2,F0FD,0B1,0200,7F5,FFFD,0000,005,0101,0B1,0200
0B2,0100,0B3,F0FD,0B2,0100,7F5,FFFD,0000,005,0101,0B2,0100
0B3,0A00,0B4,F0FD,0B3,0A00,7F5,FFFD,0000,005,0101,0B3,0A00
0B4,0100,0A4,F0FD,0B3,0A00,7F5,FFFD,0000,005,0101
0A4,0200,0B3,0100,0B2,0100,7FE,00B2,0000,084,0100,7FF,0003
,                                 ,7FE,0B00
0B3,0A00,7FF,0100,0B2,0100,7FE,00B2,0000,084,0100
7FF,0003,000,0100,7FF,0003,7FE,00B2,0000,084,0100
000,0000,020,0100,7FF,0003,7FE,00B2,0000,084,0100
020,0001,021,0100,020,0001,7FE,00B2,0000,084,0100,020,0001
021,0000,022,0100,021,0000,7FE,00B2,0000,084,0100,021,0000
022,AC01,023,0100,022,AC01,7FE,00B2,0000,084,0100,022,AC01
023,CE01,024,0100,023,CE01,7FE,00B2,0000,084,0100,023,CE01
024,AEFC,025,0100,024,AEFC,7FE,00B2,0000,084,0100,024,AEFC
025,4EFA,026,0100,025,4EFA,7FE,00B2,0000,084,0100,025,4EFA
026,0580,027,0100,026,0580,7FE,00B2,0000,084,0100,026,0580
027,0C00,028,0100,027,0C00,7FE,00B2,0000,084,0100,027,0C00
028,DE1D,029,0100,028,DE1D,7FE,00B2,0000,084,0100,028,DE1D
029,F004,02A,0100,029,F004,7FE,00B2,0000,084,0100,029,F004
02A,F305,02B,0100,02A,F305,7FE,00B2,0000,084,0100,02A,F305
02B,F207,02C,0100,02B,F207,7FE,00B2,0000,084,0100,02B,F207
02C,AF00,02D,0100,02C,AF00,7FE,00B2,0000,084,0100,02C,AF00
02D,0A00,02E,0100,02D,0A00,7FE,00B2,0000,084,0100,02D,0A00
02E,0800,02F,0100,02E,0800,7FE,00B2,0000,084,0100,02E,0800
02F,0A00,030,0100,02F,0A00,7FE,00B2,0000,084,0100,02F,0A00
030,0800,031,0100,030,0800,7FE,00B2,0000,084,0100,030,0800
031,EEEF,032,0100,031,EEEF,7FE,00B2,0000,084,0100,031,EEEF
032,CEF1,033,0100,032,CEF1,7FE,00B2,0000,084,0100,032,CEF1
033,0800,034,0100,033,0800,7FE,00B2,0000,084,0100,033,0800
034,EEEB,035,0100,034,EEEB,7FE,00B2,0000,084,0100,034,EEEB
035,CEEE,036,0100,035,CEEE,7FE,00B2,0000,084,0100,035,CEEE
036,0000,037,0100,036,0000,7FE,00B2,0000,084,0100,036,0000
037,0000,038,0100,037,0000,7FE,00B2,0000,084,0100,037,0000
038,0000,039,0100,038,0000,7FE,00B2,0000,084,0100,038,0000
039,0000,03A,0100,039,0000,7FE,00B2,0000,084,0100,039,0000
03A,0000,03B,0100,03A,0000,7FE,00B2,0000,084,0100,03A,0000
03B,0000,03C,0100,03B,0000,7FE,00B2,0000,084,0100,03B,0000
03C,0000,03D,0100,03C,0000,7FE,00B2,0000,084,0100,03C,0000
03D,0000,03E,0100,03D,0000,7FE,00B2,0000,084,0100,03D,0000
03E,0000,03F,0100,03E,0000,7FE,00B2,0000,084,0100,03E,0000
03F,0000,040,0100,03F,0000,7FE,00B2,0000,084,0100,03F,0000
040,0000,041,0100,040,0000,7FE,00B2,0000,084,0100,040,0000
041,0000,042,0100,041,0000,7FE,00B2,0000,084,0100,041,0000
042,0000,043,0100,042,0000,7FE,00B2,0000,084,0100,042,0000
043,000F,044,0100,043,000F,7FE,00B2,0000,084,0100,043,000F
044,F000,045,0100,044,F000,7FE,00B2,0000,084,0100,044,F000
045,0000,046,0100,045,0000,7FE,00B2,0000,084,0100,045,0000
046,AC04,047,0100,046,AC04,7FE,00B2,0000,084,0100,046,AC04
047,0740,048,0100,047,0740,7FE,00B2,0000,084,0100,047,0740
048,EEF7,049,0100,048,EEF7,7FE,00B2,0000,084,0100,048,EEF7
049,AC01,04A,0100,049,AC01,7FE,00B2,0000,084,0100,049,AC01
04A,EEF6,04B,0100,04A,EEF6,7FE,00B2,0000,084,0100,04A,EEF6
04B,EEF6,04C,0100,04B,EEF6,7FE,00B2,0000,084,0100,04B,EEF6
04C,CE01,04D,0100,04C,CE01,7FE,00B2,0000,084,0100,04C,CE01
04D,AEF4,04E,0100,04D,AEF4,7FE,00B2,0000,084,0100,04D,AEF4
04E,0C00,04F,0100,04E,0C00,7FE,00B2,0000,084,0100,04E,0C00
04F,AEF1,050,0100,04F,AEF1,7FE,00B2,0000,084,0100,04F,AEF1
050,0C00,051,0100,050,0C00,7FE,00B2,0000,084,0100,050,0C00
051,DE2F,052,0100,051,DE2F,7FE,00B2,0000,084,0100,051,DE2F
052,0800,053,0100,052,0800,7FE,00B2,0000,084,0100,052,0800
053,0800,054,0100,053,0800,7FE,00B2,0000,084,0100,053,0800
054,EEEC,055,0100,054,EEEC,7FE,00B2,0000,084,0100,054,EEEC
055,7C03,056,0100,055,7C03,7FE,00B2,0000,084,0100,055,7C03
056,F301,057,0100,056,F301,7FE,00B2,0000,084,0100,056,F301
057,CE06,058,0100,057,CE06,7FE,00B2,0000,084,0100,057,CE06
058,F002,059,0100,058,F002,7FE,00B2,0000,084,0100,058,F002
059,AEE9,05A,0100,059,AEE9,7FE,00B2,0000,084,0100,059,AEE9
05A,0A00,05B,0100,05A,0A00,7FE,00B2,0000,084,0100,05A,0A00
05B,AEE4,05C,0100,05B,AEE4,7FE,00B2,0000,084,0100,05B,AEE4
05C,F009,05D,0100,05C,F009,7FE,00B2,0000,084,0100,05C,F009
05D,CE00,05E,0100,05D,CE00,7FE,00B2,0000,084,0100,05D,CE00
05E,8EE1,05F,0100,05E,8EE1,7FE,00B2,0000,084,0100,05E,8EE1
05F,CEED,060,0100,05F,CEED,7FE,00B2,0000,084,0100,05F,CEED
060,AEE0,061,0100,060,AEE0,7FE,00B2,0000,084,0100,060,AEE0
061,7C03,062,0100,061,7C03,7FE,00B2,0000,084,0100,061,7C03
062,F003,063,0100,062,F003,7FE,00B2,0000,084,0100,062,F003
063,F204,064,0100,063,F204,7FE,00B2,0000,084,0100,063,F204
064,AF00,065,0100,064,AF00,7FE,00B2,0000,084,0100,064,AF00
065,0A00,066,0100,065,0A00,7FE,00B2,0000,084,0100,065,0A00
066,AEDE,067,0100,066,AEDE,7FE,00B2,0000,084,0100,066,AEDE
067,0A00,068,0100,067,0A00,7FE,00B2,0000,084,0100,067,0A00
068,AEDB,069,0100,068,AEDB,7FE,00B2,0000,084,0100,068,AEDB
069,0A00,06A,0100,069,0A00,7FE,00B2,0000,084,0100,069,0A00
06A,0000,06B,0100,06A,0000,7FE,00B2,0000,084,0100,06A,0000
06B,0000,06C,0100,06B,0000,7FE,00B2,0000,084,0100,06B,0000
06C,0000,06D,0100,06C,0000,7FE,00B2,0000,084,0100,06C,0000
06D,0000,06E,0100,06D,0000,7FE,00B2,0000,084,0100,06D,0000
06E,0000,06F,0100,06E,0000,7FE,00B2,0000,084,0100,06E,0000
06F,0000,070,0100,06F,0000,7FE,00B2,0000,084,0100,06F,0000
070,0000,071,0100,070,0000,7FE,00B2,0000,084,0100,070,0000
071,0000,072,0100,071,0000,7FE,00B2,0000,084,0100,071,0000
072,0000,073,0100,072,0000,7FE,00B2,0000,084,0100,072,0000
073,0000,074,0100,073,0000,7FE,00B2,0000,084,0100,073,0000
074,0000,075,0100,074,0000,7FE,00B2,0000,084,0100,074,0000
075,0000,076,0100,075,0000,7FE,00B2,0000,084,0100,075,0000
076,0000,077,0100,076,0000,7FE,00B2,0000,084,0100,076,0000
077,0000,078,0100,077,0000,7FE,00B2,0000,084,0100,077,0000
078,0000,079,0100,078,0000,7FE,00B2,0000,084,0100,078,0000
079,0000,07A,0100,079,0000,7FE,00B2,0000,084,0100,079,0000
07A,0000,07B,0100,07A,0000,7FE,00B2,0000,084,0100,07A,0000
07B,0000,07C,0100,07B,0000,7FE,00B2,0000,084,0100,07B,0000
07C,0000,07D,0100,07C,0000,7FE,00B2,0000,084,0100,07C,0000
07D,0000,07E,0100,07D,0000,7FE,00B2,0000,084,0100,07D,0000
07E,0000,07F,0100,07E,0000,7FE,00B2,0000,084,0100,07E,0000
07F,0000,080,0100,07F,0000,7FE,00B2,0000,084,0100,07F,0000
080,0000,081,0100,080,0000,7FE,00B2,0000,084,0100,080,0000
081,AF08,082,0100,081,AF08,7FE,00B2,0000,084,0100,081,AF08
082,EEFD,083,0100,082,EEFD,7FE,00B2,0000,084,0100,082,EEFD
083,AF00,084,0100,083,AF00,7FE,00B2,0000,084,0100,083,AF00
084,0C00,085,0100,084,0C00,7FE,00B2,0000,084,0100,084,0C00
085,AC02,086,0100,085,AC02,7FE,00B2,0000,084,0100,085,AC02
086,0680,087,0100,086,0680,7FE,00B2,0000,084,0100,086,0680
087,EC02,088,0100,087,EC02,7FE,00B2,0000,084,0100,087,EC02
088,AC03,089,0100,088,AC03,7FE,00B2,0000,084,0100,088,AC03
089,2F01,08A,0100,089,2F01,7FE,00B2,0000,084,0100,089,2F01
08A,0C00,08B,0100,08A,0C00,7FE,00B2,0000,084,0100,08A,0C00
08B,CE03,08C,0100,08B,CE03,7FE,00B2,0000,084,0100,08B,CE03
08C,AC04,08D,0100,08C,AC04,7FE,00B2,0000,084,0100,08C,AC04
08D,2F01,08E,0100,08D,2F01,7FE,00B2,0000,084,0100,08D,2F01
08E,EC00,08F,0100,08E,EC00,7FE,00B2,0000,084,0100,08E,EC00
08F,DE16,090,0100,08F,DE16,7FE,00B2,0000,084,0100,08F,DE16
090,F009,091,0100,090,F009,7FE,00B2,0000,084,0100,090,F009
091,DE1D,092,0100,091,DE1D,7FE,00B2,0000,084,0100,091,DE1D
092,F003,093,0100,092,F003,7FE,00B2,0000,084,0100,092,F003
093,AC04,094,0100,093,AC04,7FE,00B2,0000,084,0100,093,AC04
094,4C03,095,0100,094,4C03,7FE,00B2,0000,084,0100,094,4C03
095,CE05,096,0100,095,CE05,7FE,00B2,0000,084,0100,095,CE05
096,AC03,097,0100,096,AC03,7FE,00B2,0000,084,0100,096,AC03
097,0780,098,0100,097,0780,7FE,00B2,0000,084,0100,097,0780
098,4C04,099,0100,098,4C04,7FE,00B2,0000,084,0100,098,4C04
099,CE01,09A,0100,099,CE01,7FE,00B2,0000,084,0100,099,CE01
09A,AC04,09B,0100,09A,AC04,7FE,00B2,0000,084,0100,09A,AC04
09B,0580,09C,0100,09B,0580,7FE,00B2,0000,084,0100,09B,0580
09C,EC04,09D,0100,09C,EC04,7FE,00B2,0000,084,0100,09C,EC04
09D,AC00,09E,0100,09D,AC00,7FE,00B2,0000,084,0100,09D,AC00
09E,EC01,09F,0100,09E,EC01,7FE,00B2,0000,084,0100,09E,EC01
09F,8EE0,0A0,0100,09F,8EE0,7FE,00B2,0000,084,0100,09F,8EE0
0A0,CEEB,0A1,0100,0A0,CEEB,7FE,00B2,0000,084,0100,0A0,CEEB
